# element 865
1.1230e+00 2.4390e-01 1.3850e+01 2.1430e-01 -6.4540e-01 1.5620e-01
-1.4110e+00 -1.0520e+00 7.5940e+00 3.9470e-02 -8.3240e-01 -7.7940e-01
9.7380e-01 1.0250e+00 1.3310e+01 -2.3870e-02 -3.7130e-01 -2.0960e-01
8.4010e+00 8.4010e+00 1.9600e+01 -7.8970e-19 -3.5980e+00 -5.2200e-01
3.3730e-01 -1.0830e+00 7.0000e-01 -4.7470e-02 -5.4140e-01 3.9820e-01
5.3380e-01 1.6470e-01 1.2280e+01 3.8330e-01 -9.6080e-01 2.1740e-01
4.6840e-01 1.6800e-01 1.2960e+01 3.9370e-01 -8.7190e-01 -1.5330e-01
9.7460e-02 6.8010e-01 1.6940e-01 -2.4550e-01 -1.4000e+00 -1.3770e-02
-2.4810e-01 -4.8670e-02 -1.2790e+00 -6.7630e-02 -1.2030e+00 -4.7390e-02
6.4870e-01 4.2060e-01 -2.5690e+00 1.6160e-01 -7.6580e-01 -3.1940e-02
8.4010e+00 8.4010e+00 1.9600e+01 0.0000e+00 -3.5980e+00 -5.2200e-01
1.6840e-02 -7.3810e-02 5.8700e-01 9.2680e-02 -6.6960e-01 -2.7770e-01
-3.5940e+00 -5.9170e+00 -1.6300e+01 1.0070e+00 -2.9180e+00 -1.4160e-01
1.7370e-01 9.6380e-02 3.4810e+00 -6.0610e-02 -5.6800e-01 1.4640e-01
9.8270e-01 6.9970e-01 1.1590e+01 -2.6540e-01 -2.8190e-01 4.4960e-01
-1.2280e+00 -1.2280e+00 -2.8660e+00 8.0930e-18 -1.1580e+00 -4.8170e-01
2.4080e+00 1.1270e+00 3.4130e+00 1.7840e-01 -4.6000e-01 1.2300e+00
4.6710e+00 6.1310e+00 1.5640e+01 -1.1560e+00 -3.1200e+00 2.0350e+00
-1.2280e+00 -1.2280e+00 -2.8660e+00 8.0410e-18 -1.1580e+00 -4.8170e-01
-7.3030e-01 -7.4440e-01 -8.0250e+00 -4.3230e-02 -8.4830e-01 2.5320e-01
3.9750e+00 3.9750e+00 9.2750e+00 0.0000e+00 -1.5690e+00 1.3620e+00
-1.2280e+00 -1.2280e+00 -2.8660e+00 0.0000e+00 -1.1580e+00 -4.8170e-01
4.6990e+00 5.3430e+00 1.5770e+01 -9.9800e-01 -2.6610e+00 8.7970e-01
-3.7980e+00 -2.3590e+00 -9.8320e+00 7.8400e-02 -1.1220e+00 -1.1930e+00
-1.4070e+00 1.3240e-01 1.9700e+00 7.5830e-01 -4.6370e-01 -9.7750e-01
-9.2360e-01 -3.4590e-01 -1.3710e+01 -3.9290e-01 -7.4660e-01 7.7100e-02
3.9750e+00 3.9750e+00 9.2750e+00 0.0000e+00 -1.5690e+00 1.3620e+00
3.9750e+00 3.9750e+00 9.2750e+00 0.0000e+00 -1.5690e+00 1.3620e+00
6.3700e+00 3.8450e+00 1.7390e+01 3.9750e-02 -1.7760e+00 1.4250e+00
2.0850e+00 8.4570e-01 1.5990e+01 3.9230e-01 -5.6470e-01 -4.5410e-01
-1.1840e+00 -1.1740e+00 -1.5420e+01 -3.8630e-01 -2.9700e-01 -8.2380e-02
4.7000e-01 2.0520e-01 8.2070e+00 -2.9330e-01 -7.8590e-01 2.7330e-01
-1.7940e-01 7.6850e-02 6.0620e-01 2.3670e-02 -1.8470e+00 -4.3530e-03
-3.5710e+00 -3.5710e+00 -8.3330e+00 0.0000e+00 -1.3740e+00 1.2000e+00
-3.5710e+00 -3.5710e+00 -8.3330e+00 0.0000e+00 -1.3740e+00 1.2000e+00
1.4140e+00 1.4140e+00 3.3000e+00 5.2150e-17 -1.5470e+00 1.9000e-01
-2.1350e+00 -7.6290e-01 -2.8280e+00 -4.2510e-01 -3.1310e-01 1.0450e+00
-9.2030e-01 -1.2820e+00 7.7830e+00 6.8810e-01 -9.4330e-01 -2.4860e-01
1.0910e+00 1.2500e+00 1.4600e+01 -4.1270e-01 -4.1260e-01 2.5490e-01
1.4840e+00 1.4840e+00 3.4620e+00 0.0000e+00 -9.5690e-01 -6.5740e-01
1.4840e+00 1.4840e+00 3.4620e+00 0.0000e+00 -9.5690e-01 -6.5740e-01
6.6840e-01 -7.9530e-02 1.0830e+01 1.6560e-01 -1.0830e+00 2.6960e-01
4.1670e-01 2.1580e-01 8.1040e+00 3.0680e-01 -6.2990e-01 -1.3790e-01
7.1010e-01 1.2520e+00 1.0480e+01 -1.7360e-01 1.9010e-01 -7.1020e-02
1.6400e+00 1.1210e+00 1.3900e+01 7.0350e-01 -1.3190e+00 -8.4490e-02
-5.4870e-01 -4.4760e-01 4.3190e+00 8.9800e-02 -4.1170e-01 -4.5940e-02
6.1850e-01 7.5640e-01 7.6460e+00 -5.7040e-02 -8.9300e-01 -2.4530e-01
-1.0120e+00 -1.1770e+00 5.5740e+00 -3.4980e-01 -7.9360e-01 -7.1660e-01
3.7120e-01 1.0620e-01 6.9260e+00 2.9430e-01 -5.8800e-01 -3.4060e-01
-4.3720e-01 -1.8360e-01 -7.1110e+00 -2.5510e-01 -9.1910e-01 -1.3040e-01
2.6560e-02 -3.3710e-02 1.0140e+01 3.2720e-01 -7.3660e-01 5.3380e-02
1.2720e-01 -2.6310e-01 7.9780e-01 -5.8450e-02 -5.9250e-01 1.0690e-01
1.3410e+00 8.6100e-01 8.7320e+00 1.9190e-02 -7.9600e-01 -2.9160e-01
-7.8870e+00 -7.8870e+00 -1.8400e+01 8.1220e-17 -3.4610e+00 4.6930e-01
1.3030e+00 1.3150e+00 1.3280e+01 -5.1500e-02 -8.3470e-01 8.0650e-02
-9.6720e-02 -9.8110e-01 5.4390e-01 4.2560e-01 -1.1250e+00 -2.0170e-02
1.2460e+00 8.0630e-01 -6.1860e+00 -1.2980e-01 -7.4640e-01 -7.7910e-01
2.3110e-01 -1.5650e-01 2.6800e+00 3.5150e-02 -8.0130e-01 5.4010e-02
-1.0160e+00 -1.2130e+00 -1.1630e+01 -3.2210e-02 -3.8530e-01 -1.3950e-01
2.3960e-01 9.6410e-02 3.1400e+00 4.7190e-02 -5.8990e-01 -1.9930e-01
-1.9740e-01 -1.5590e-01 2.1930e+00 1.8810e-02 -5.5680e-01 -1.1900e-02
2.9480e-01 4.8800e-02 1.5750e+00 -1.8900e-03 -6.5540e-01 -3.1360e-01
2.1490e-01 1.8100e-01 3.6740e+00 -1.1640e-01 -6.6390e-01 -7.2250e-02
-7.1930e-01 -9.2040e-01 -8.8590e+00 1.6350e-02 -3.7670e-01 -2.0340e-02
-6.1520e-01 -2.3280e-01 -8.3180e+00 -3.1050e-01 -9.1310e-01 -6.2850e-02
-8.0730e-01 -1.2340e-01 -1.2840e+01 -5.9110e-01 -8.9490e-01 -9.6990e-02
-3.3610e-01 -1.9280e+00 8.7440e-02 -3.1050e-01 -9.7860e-01 1.8270e-01
-2.3010e-01 -1.3570e+00 5.7280e-02 -2.8990e-01 -1.7590e+00 1.3630e-01
1.8710e-01 1.0840e-01 2.0850e+00 1.0640e-01 -7.1610e-01 -3.0380e-01
1.2250e+00 9.1800e-01 -6.6970e+00 -1.2820e-01 -8.8380e-01 -7.4330e-01
-1.0960e+00 -1.3800e+00 -1.2530e+01 -2.6030e-02 -3.0270e-01 -2.0630e-01
9.2070e-02 -5.4350e-01 9.2120e-01 2.9200e-01 -1.3930e+00 -4.7490e-01
-5.4630e-01 -3.3180e-01 -1.0650e+01 5.2590e-01 -4.1390e-01 2.9630e-01
2.4350e-01 2.2100e-01 5.5130e+00 3.4540e-01 -7.2720e-01 -2.4540e-01
-2.1560e-01 -1.2080e+00 2.6190e-01 4.7320e-01 -1.7380e+00 -1.0500e-01
-2.4110e-01 -1.1380e+00 1.6960e-01 4.5900e-01 -1.1680e+00 5.9460e-02
-1.1420e-01 -4.9610e-01 -4.4150e-02 2.0340e-01 -1.4490e+00 4.2930e-02
3.9120e+00 3.9120e+00 9.1270e+00 -7.9620e-17 -1.9050e+00 -1.3160e+00
-2.4060e-02 -1.5350e-01 -6.4630e-01 8.6300e-02 -1.7810e+00 8.5020e-02
-7.0610e-01 -3.8320e-01 -1.1960e+01 -5.0750e-01 -9.7680e-01 -2.0010e-01
2.2250e-01 -1.3840e+00 4.7970e-01 5.0140e-01 -8.7760e-01 -2.9500e-01
-2.8770e-01 -8.4280e-01 -2.3050e+00 -5.3360e-01 -4.0590e-01 -1.4540e-01
1.3650e+00 8.0490e-01 -5.4610e+00 -1.2400e-01 -7.2070e-01 -7.0980e-01
1.0890e+00 7.8980e-01 -4.7320e+00 1.1540e-02 -7.6350e-01 -5.3200e-01
-7.5140e-01 -3.0130e-01 -9.7530e+00 -2.3470e-01 -1.0250e+00 8.7510e-02
9.4700e-01 4.9140e-01 -7.3560e+00 7.8920e-01 -9.2700e-01 -6.3500e-01
-3.1780e+00 -1.1930e+00 -9.5720e+00 -3.2040e-01 -4.2890e-01 -1.3210e+00
-3.4080e-02 2.9130e-01 -3.2000e-02 1.6940e-01 -1.5600e+00 -6.6140e-02
-6.1020e-01 -7.5240e-01 -7.5710e+00 7.3660e-03 -5.0820e-01 -1.3280e-01
4.2470e+00 2.5530e+00 9.1790e+00 8.4830e-03 -1.0160e+00 -2.0600e+00
-5.6460e-01 -2.1560e-01 3.5510e+00 2.3220e-01 -5.8260e-01 7.8240e-02
-1.0110e-01 1.3030e-01 4.6730e+00 1.8640e-01 -7.2260e-01 -4.6800e-02
-1.1870e+00 -1.1870e+00 -2.7700e+00 5.2070e-17 -1.4130e+00 3.4070e-01
1.4840e+00 1.4840e+00 3.4620e+00 1.8360e-17 -9.5690e-01 -6.5740e-01
7.1040e-01 6.4530e-01 7.0860e+00 5.6480e-02 -8.2720e-01 -3.0610e-01
-5.3240e-01 -6.8540e-01 -6.4010e+00 -2.0160e-02 -5.1950e-01 -1.0430e-01
-8.5590e+00 -8.5590e+00 -1.9970e+01 0.0000e+00 -3.4530e+00 -1.7830e+00
7.4440e+00 7.4440e+00 1.7370e+01 3.1540e-19 -3.2400e+00 3.3650e-01
9.9200e-01 5.1400e-01 -7.9540e+00 5.1980e-01 -3.4570e-02 -8.8280e-01
1.9370e-02 1.9690e+00 -7.8870e-01 5.1650e-01 -1.0050e+00 4.8880e-01
-1.0310e+00 -1.1900e+00 -1.0860e+01 -1.0680e-02 -1.0440e+00 2.7080e-01
-8.7960e-01 -6.9190e-01 -3.0000e-01 -3.6210e-01 -1.4380e+00 1.2360e-01
-4.1540e-01 7.4100e-01 -6.4140e-01 -8.3400e-01 -1.5030e+00 -3.0190e-01
-7.8870e+00 -7.8870e+00 -1.8400e+01 8.1220e-17 -3.4610e+00 4.6930e-01
-1.2130e+00 -8.9640e-01 6.4960e+00 -3.2020e-01 -8.1720e-01 -2.3430e-01
1.2300e+00 1.5510e+00 1.4260e+01 -4.6140e-02 -8.9330e-01 2.8360e-01
-1.4110e+00 -1.0280e+00 7.2190e+00 -3.0100e-01 -8.1490e-01 -3.4780e-01
-2.1320e+00 -1.1020e+00 -1.4460e+01 5.2680e-01 -1.7110e-01 6.2660e-01
-5.1420e-01 -3.7660e-01 -1.3340e+01 5.7900e-01 -2.1730e-01 3.2880e-01
6.3820e-01 2.2260e-01 9.2470e+00 -4.2840e-01 -7.4720e-01 1.5370e-01
-1.8800e-01 6.8500e-02 -1.1740e+00 -1.5330e-02 -6.9810e-01 -2.8250e-01
-1.4840e-01 5.4310e-01 -1.6790e+00 3.6950e-02 -1.1380e+00 -8.3210e-02
8.4170e-01 5.5990e-01 -4.0980e+00 -4.9090e-02 -7.3940e-01 -5.4030e-01
-4.5820e-01 -9.8520e-02 -2.1050e+00 -4.3600e-02 -7.2920e-01 -2.8500e-01
-4.4990e-01 -6.3000e-01 -5.2400e+00 1.2740e-02 -5.1930e-01 -1.3620e-01
-2.6390e-01 -3.0030e-01 -8.5060e+00 3.9580e-01 -5.0630e-01 2.6880e-01
7.1540e-01 5.1860e-01 -4.0240e+00 1.5160e-01 -7.5520e-01 -8.4980e-02
1.1790e+00 6.2680e-01 -4.6410e+00 2.2910e-01 -7.6810e-01 -2.0310e-01
-6.1600e-01 -5.8440e-01 -6.5840e+00 -5.7750e-02 -7.7410e-01 2.8960e-01
7.3310e-01 5.6640e-01 -3.0840e+00 7.9540e-02 -6.8990e-01 -7.1080e-02
9.7040e-02 2.5820e-01 -6.5050e-01 -3.8220e-03 -6.7230e-01 -4.2380e-01
